0.00230179,1.098024986,600,10,97,3
0.050639386,1.003287163,600,10,97,3
0.101278772,0.914009834,600,10,97,3
0.151918159,0.83383721,600,10,97,3
0.200255754,0.766413499,600,10,97,3
0.250895141,0.706271224,600,10,97,3
0.301534527,0.653412712,600,10,97,3
0.352173913,0.596912318,600,10,97,3
0.400511509,0.551339897,600,10,97,3
0.451150895,0.503944207,600,10,97,3
0.501790281,0.46201134,600,10,97,3
0.550127877,0.421901742,600,10,97,3
0.600767263,0.374506052,600,10,97,3
0.000511833,1.090365449,700,10,97,3
0.101696493,1.016611296,700,10,97,3
0.202843928,0.950830565,700,10,97,3
0.303916916,0.900996678,700,10,97,3
0.405036433,0.841196013,700,10,97,3
0.506072196,0.799335548,700,10,97,3
0.601496413,0.759468439,700,10,97,3
0.708162335,0.711627907,700,10,97,3
0.803567939,0.675747508,700,10,97,3
0.904566478,0.641860465,700,10,97,3
1.005565017,0.607973422,700,10,97,3
1.100933397,0.580066445,700,10,97,3
1.20192263,0.548172757,700,10,97,3
1.302911862,0.51627907,700,10,97,3
1.409484724,0.488372093,700,10,97,3
1.50486241,0.458471761,700,10,97,3
1.605842337,0.428571429,700,10,97,3
1.701164187,0.410631229,700,10,97,3
1.807727742,0.384717608,700,10,97,3
1.908670445,0.362790698,700,10,97,3
2.004020213,0.338870432,700,10,97,3
2.104981527,0.312956811,700,10,97,3
0,1.071499176,800,10,97,3
0.100699301,1.020123731,800,10,97,3
0.201398601,0.994448451,800,10,97,3
0.302097902,0.954934621,800,10,97,3
0.402797203,0.925305469,800,10,97,3
0.503496503,0.905560996,800,10,97,3
0.604195804,0.87790878,800,10,97,3
0.704895105,0.850256564,800,10,97,3
0.805594406,0.824581284,800,10,97,3
0.906293706,0.808790682,800,10,97,3
1.006993007,0.785092338,800,10,97,3
1.107692308,0.765347865,800,10,97,3
1.208391608,0.745603392,800,10,97,3
1.309090909,0.725858919,800,10,97,3
1.40979021,0.710068317,800,10,97,3
1.51048951,0.694277716,800,10,97,3
1.611188811,0.670579371,800,10,97,3
1.700699301,0.658739876,800,10,97,3
1.79020979,0.644923446,800,10,97,3
1.902097902,0.629135609,800,10,97,3
2.002797203,0.613345008,800,10,97,3
2.103496503,0.59557747,800,10,97,3
2.204195804,0.579786869,800,10,97,3
2.304895105,0.563996267,800,10,97,3
2.405594406,0.550182602,800,10,97,3
2.506293706,0.536368936,800,10,97,3
2.606993007,0.518601399,800,10,97,3
2.707692308,0.502810797,800,10,97,3
2.808391608,0.487020196,800,10,97,3
2.909090909,0.47320653,800,10,97,3
3.00979021,0.459392864,800,10,97,3
3.11048951,0.445579198,800,10,97,3
3.2,0.429785832,800,10,97,3
3.300699301,0.41399523,800,10,97,3
3.401398601,0.404135436,800,10,97,3
3.502097902,0.386367899,800,10,97,3
3.602797203,0.370577297,800,10,97,3
3.703496503,0.354786696,800,10,97,3
3.804195804,0.331088352,800,10,97,3
3.904895105,0.317274686,800,10,97,3
